Day;Rate_Price
3670;1.4465
3671;1.4487
3672;1.4513
3673;1.4508
3674;1.4523
3675;1.4499
3676;1.4545
3677;1.4582
3678;1.4612
3679;1.4675
3680;1.4719
3681;1.4702
3682;1.4702
3683;1.4758
3684;1.4703
3685;1.4726
3686;1.4771
3687;1.4743
3688;1.4693
3689;1.4766
3690;1.4826
3691;1.4822
3692;1.4832
3693;1.4892
3694;1.4883
3695;1.4903
3696;1.4964
3697;1.4968
3698;1.4998
3699;1.5044
3700;1.4988
3701;1.4973
3702;1.4977
3703;1.4962
3704;1.4897
3705;1.4875
3706;1.4939
3707;1.5024
3708;1.5193
3709;1.5314
3710;1.5061
3711;1.4953
3712;1.4858
3713;1.4942
3714;1.4932
3715;1.4837
3716;1.4883
3717;1.4954
3718;1.4979
3719;1.5054
3720;1.4996
3721;1.5007
3722;1.4977
3723;1.5021
3724;1.4972
3725;1.5032
3726;1.4928
3727;1.5089
3728;1.4875
3729;1.467
3730;1.4615
3731;1.4516
3732;1.4531
3733;1.4524
3734;1.4666
3735;1.4527
3736;1.4529
3737;1.4439
3738;1.4404
3739;1.4624
3740;1.4642
3741;1.4735
3742;1.4675
3743;1.4528
3744;1.4627
3745;1.4683
3746;1.485
3747;1.4853
3748;1.4697
3749;1.4537
3750;1.4586
3751;1.444
3752;1.4331
3753;1.4224
3754;1.4312
3755;1.4293
3756;1.4268
3757;1.4289
3758;1.4394
3759;1.4399
3760;1.4385
3761;1.4381
3762;1.431
3763;1.436
3764;1.4545
3765;1.4665
3766;1.4809
3767;1.4859
3768;1.4865
3769;1.4842
3770;1.4829
3771;1.4844
3772;1.4773
3773;1.4848
3774;1.4855
3775;1.487
3776;1.4867
3777;1.5066
3778;1.5026
3779;1.4852
3780;1.4893
3781;1.4809
3782;1.4665
3783;1.4709
3784;1.4962
3785;1.5171
3786;1.5102
3787;1.4898
3788;1.492
3789;1.4853
3790;1.5098
3791;1.5011
3792;1.5134
3793;1.5314
3794;1.5507
3795;1.5497
3796;1.5447
3797;1.5246
3798;1.5276
3799;1.5409
3800;1.5155
3801;1.536
3802;1.5269
3803;1.4765
3804;1.4461
3805;1.4427
3806;1.4548
3807;1.4317
3808;1.4173
3809;1.4401
3810;1.4183
3811;1.4054
3812;1.3697
3813;1.382
3814;1.382
3815;1.3621
3816;1.3466
3817;1.3549
3818;1.3628
3819;1.346
3820;1.3541
3821;1.344
3822;1.3247
3823;1.3355
3824;1.3179
3825;1.3051
3826;1.3093
3827;1.3013
3828;1.3068
3829;1.3102
3830;1.3113
3831;1.3133
3832;1.3156
3833;1.3191
3834;1.3125
3835;1.3132
3836;1.313
3837;1.3122
3838;1.3213
3839;1.3159
3840;1.3112
3841;1.3112
3842;1.3158
3843;1.3179
3844;1.3126
3845;1.3112
3846;1.3144
3847;1.3232
3848;1.323
3849;1.3264
3850;1.3143
3851;1.3148
3852;1.3213
3853;1.3239
3854;1.3147
3855;1.3195
3856;1.3236
3857;1.3229
3858;1.3209
3859;1.3159
3860;1.3139
3861;1.3168
3862;1.3112
3863;1.3149
3864;1.3347
3865;1.3388
3866;1.3421
3867;1.3328
3868;1.3213
3869;1.337
3870;1.3332
3871;1.3211
3872;1.3156
3873;1.3194
3874;1.321
3875;1.3226
3876;1.3263
3877;1.333
3878;1.3492
3879;1.334
3880;1.3362
3881;1.3411
3882;1.3297
3883;1.3323
3884;1.3549
3885;1.3613
3886;1.3637
3887;1.3634
3888;1.3714
3889;1.3893
3890;1.3933
3891;1.3958
3892;1.4077
3893;1.4076
3894;1.4125
3895;1.421
3896;1.424
3897;1.426
3898;1.4214
3899;1.4218
3900;1.4251
3901;1.419
3902;1.428
3903;1.4317
3904;1.4366
3905;1.4277
3906;1.4266
3907;1.435
3908;1.4457
3909;1.4481
3910;1.4551
3911;1.4506
3912;1.4472
3913;1.4553
3914;1.4648
3915;1.4648
3916;1.47
3917;1.4519
3918;1.4573
3919;1.4634
3920;1.4672
3921;1.4743
3922;1.482
3923;1.4785
3924;1.4847
3925;1.4975
3926;1.4885
3927;1.4711
3928;1.4661
3929;1.4708
3930;1.4789
3931;1.4914
3932;1.4963
3933;1.4963
3934;1.4793
3935;1.4675
3936;1.4686
3937;1.4496
3938;1.4519
3939;1.4316
3940;1.4075
3941;1.4017
3942;1.4092
3943;1.3922
3944;1.3829
3945;1.3778
3946;1.3713
3947;1.3721
3948;1.3611
3949;1.389
3950;1.3994
3951;1.3868
3952;1.3844
3953;1.3767
3954;1.3652
3955;1.366
3956;1.349
3957;1.348
3958;1.3521
3959;1.3639
3960;1.3678
3961;1.3682
3962;1.3669
3963;1.3689
3964;1.3702
3965;1.3794
3966;1.3774
3967;1.3823
3968;1.3768
3969;1.3779
3970;1.3813
3971;1.3879
3972;1.3877
3973;1.3849
3974;1.3928
3975;1.401
3976;1.3932
3977;1.3822
3978;1.3835
3979;1.387
3980;1.3912
3981;1.3938
3982;1.3974
3983;1.3901
3984;1.3895
3985;1.3953
3986;1.3941
3987;1.3964
3988;1.3952
3989;1.3951
3990;1.4043
3991;1.395
3992;1.3997
3993;1.4143
3994;1.4292
3995;1.4118
3996;1.4218
3997;1.4301
3998;1.4075
3999;1.4121
4000;1.4196
4001;1.3944
4002;1.3844
4003;1.3836
4004;1.3896
4005;1.378
4006;1.3754
4007;1.3732
4008;1.3807
4009;1.3879
4010;1.4025
4011;1.4129
4012;1.3958
4013;1.3972
4014;1.3881
4015;1.3912
4016;1.3971
4017;1.4028
4018;1.4076
4019;1.4217
4020;1.4269
4021;1.4318
4022;1.4301
4023;1.4254
4024;1.4102
4025;1.4193
4026;1.4091
4027;1.4075
4028;1.411
4029;1.4086
4030;1.4114
4031;1.4172
4032;1.418
4033;1.4088
4034;1.423
4035;1.4365
4036;1.4196
4037;1.4296
4038;1.4154
4039;1.4198
4040;1.4347
4041;1.4425
4042;1.4494
4043;1.4524
4044;1.4558
4045;1.4705
4046;1.4583
4047;1.466
4048;1.4899
4049;1.4809
4050;1.4795
4051;1.4879
4052;1.4915
4053;1.4971
4054;1.5117
4055;1.5254
4056;1.5279
4057;1.5275
4058;1.5332
4059;1.5488
4060;1.5673
4061;1.5824
4062;1.5815
4063;1.5865
4064;1.5911
4065;1.5901
4066;1.5889
4067;1.5985
4068;1.6019
4069;1.6088
4070;1.6113
4071;1.6246
4072;1.6415
4073;1.6503
4074;1.6409
4075;1.6298
4076;1.6419
4077;1.6485
4078;1.6693
4079;1.6874
4080;1.6957
4081;1.7001
4082;1.7082
4083;1.7056
4084;1.7001
4085;1.7342
4086;1.7464
4087;1.7138
4088;1.699
4089;1.6876
4090;1.64
4091;1.6762
4092;1.6391
4093;1.6231
4094;1.6123
4095;1.6098
4096;1.599
4097;1.6044
4098;1.6007
4099;1.6016
4100;1.6294
4101;1.644
4102;1.5886
4103;1.6028
4104;1.6134
4105;1.6125
4106;1.6132
4107;1.6172
4108;1.6252
4109;1.6186
4110;1.619
4111;1.6345
4112;1.6253
4113;1.6253
4114;1.6276
4115;1.6406
4116;1.6312
4117;1.6298
4118;1.6355
4119;1.6422
4120;1.6512
4121;1.6528
4122;1.6556
4123;1.6533
4124;1.6579
4125;1.6616
4126;1.6525
4127;1.6591
4128;1.6549
4129;1.6555
4130;1.6602
4131;1.6573
4132;1.6562
4133;1.6566
4134;1.6697
4135;1.6744
4136;1.6697
4137;1.6528
4138;1.6467
4139;1.6484
4140;1.6397
4141;1.6345
4142;1.6512
4143;1.6337
4144;1.6497
4145;1.6699
4146;1.6421
4147;1.628
4148;1.6223
4149;1.5935
4150;1.5584
4151;1.5352
4152;1.5468
4153;1.5543
4154;1.5481
4155;1.5509
4156;1.5579
4157;1.5238
4158;1.5238
4159;1.5127
4160;1.5353
4161;1.5435
4162;1.5526
4163;1.5487
4164;1.5633
4165;1.5667
4166;1.572
4167;1.5812
4168;1.5788
4169;1.5777
4170;1.5986
4171;1.6121
4172;1.6294
4173;1.6304
4174;1.607
4175;1.6118
4176;1.6282
4177;1.6345
4178;1.6338
4179;1.67
4180;1.6792
4181;1.6625
4182;1.6702
4183;1.6703
4184;1.6703
4185;1.6633
4186;1.6544
4187;1.6498
4188;1.6551
4189;1.6474
4190;1.6423
4191;1.6376
4192;1.6386
4193;1.641
4194;1.6275
4195;1.6389
4196;1.6392
4197;1.6416
4198;1.6393
4199;1.6307
4200;1.6305
4201;1.6372
4202;1.6561
4203;1.6505
4204;1.6487
4205;1.6483
4206;1.6456
4207;1.6524
4208;1.6491
4209;1.6518
4210;1.66
4211;1.6589
4212;1.6632
4213;1.6627
4214;1.6556
4215;1.6542
4216;1.6555
4217;1.6588
4218;1.6289
4219;1.6155
4220;1.6188
4221;1.6216
4222;1.6131
4223;1.6193
4224;1.6213
4225;1.6258
4226;1.6238
4227;1.626
4228;1.6301
4229;1.6231
4230;1.6228
4231;1.6264
4232;1.636
4233;1.6312
4234;1.6406
4235;1.6297
4236;1.632
4237;1.6404
4238;1.634
4239;1.6195
4240;1.6302
4241;1.6433
4242;1.6211
4243;1.6469
4244;1.6746
4245;1.6882
4246;1.6819
4247;1.6884
4248;1.6767
4249;1.6781
4250;1.6797
4251;1.669
4252;1.6701
4253;1.661
4254;1.6475
4255;1.6598
4256;1.6788
4257;1.6772
4258;1.6552
4259;1.6444
4260;1.6554
4261;1.6646
4262;1.6544
4263;1.613
4264;1.6139
4265;1.6344
4266;1.5842
4267;1.5732
4268;1.5691
4269;1.6027
4270;1.6281
4271;1.5719
4272;1.5703
4273;1.5659
4274;1.5308
4275;1.5634
4276;1.5812
4277;1.5812
4278;1.5438
4279;1.5426
4280;1.5299
4281;1.488
4282;1.4643
4283;1.4452
4284;1.434
4285;1.4324
4286;1.4363
4287;1.4554
4288;1.438
4289;1.4129
4290;1.41
4291;1.3958
4292;1.3998
4293;1.4048
4294;1.4102
4295;1.4055
4296;1.4132
4297;1.4242
4298;1.4073
4299;1.3935
4300;1.3854
4301;1.3874
4302;1.3782
4303;1.3741
4304;1.3735
4305;1.3679
4306;1.3669
4307;1.371
4308;1.3567
4309;1.3621
4310;1.3507
4311;1.3319
4312;1.3315
4313;1.3528
4314;1.3499
4315;1.3314
4316;1.3124
4317;1.2991
4318;1.2985
4319;1.2986
4320;1.288
4321;1.2985
4322;1.2865
4323;1.2902
4324;1.2994
4325;1.3048
4326;1.3064
4327;1.3053
4328;1.3129
4329;1.3287
4330;1.3302
4331;1.343
4332;1.3378
4333;1.3325
4334;1.3282
4335;1.3364
4336;1.3397
4337;1.3326
4338;1.3404
4339;1.3418
4340;1.3577
4341;1.3442
4342;1.3403
4343;1.3499
4344;1.3558
4345;1.3584
4346;1.3573
4347;1.3559
4348;1.3632
4349;1.3732
4350;1.3754
4351;1.3765
4352;1.383
4353;1.3861
4354;1.3993
4355;1.3879
4356;1.3684
4357;1.3684
4358;1.3631
4359;1.3482
4360;1.3464
4361;1.3392
4362;1.3399
4363;1.3692
4364;1.376
4365;1.3692
4366;1.3284
4367;1.3229
4368;1.3024
4369;1.3074
4370;1.2993
4371;1.3053
4372;1.3208
4373;1.3145
4374;1.3242
4375;1.3255
4376;1.3418
4377;1.3445
4378;1.329
4379;1.3198
4380;1.3402
4381;1.3596
4382;1.365
4383;1.3622
4384;1.3576
4385;1.3737
4386;1.3825
4387;1.3944
4388;1.3865
4389;1.3902
4390;1.4034
4391;1.4264
4392;1.4408
4393;1.4466
4394;1.4396
4395;1.4332
4396;1.4488
4397;1.444
4398;1.4647
4399;1.4706
4400;1.4736
4401;1.4614
4402;1.4279
4403;1.4022
4404;1.4232
4405;1.4301
4406;1.4384
4407;1.4447
4408;1.4464
4409;1.4497
4410;1.4707
4411;1.4823
4412;1.474
4413;1.4845
4414;1.4749
4415;1.4693
4416;1.472
4417;1.4847
4418;1.4924
4419;1.4848
4420;1.4574
4421;1.4713
4422;1.5036
4423;1.5153
4424;1.533
4425;1.5561
4426;1.5542
4427;1.5498
4428;1.5379
4429;1.547
4430;1.534
4431;1.5503
4432;1.5606
4433;1.5656
4434;1.5874
4435;1.5897
4436;1.5918
4437;1.6087
4438;1.5981
4439;1.6034
4440;1.6217
4441;1.6369
4442;1.6227
4443;1.6275
4444;1.6223
4445;1.596
4446;1.5847
4447;1.5902
4448;1.6369
4449;1.6206
4450;1.612
4451;1.5753
4452;1.5851
4453;1.5741
4454;1.5595
4455;1.5427
4456;1.5187
4457;1.533
4458;1.5395
4459;1.5471
4460;1.5504
4461;1.527
4462;1.5147
4463;1.491
4464;1.4901
4465;1.5359
4466;1.4815
4467;1.4657
4468;1.4521
4469;1.422
4470;1.4218
4471;1.4009
4472;1.39
4473;1.408
4474;1.4196
4475;1.3779
4476;1.3582
4477;1.3685
4478;1.4009
4479;1.4182
4480;1.4414
4481;1.4655
4482;1.4532
4483;1.4322
4484;1.4185
4485;1.4168
4486;1.454
4487;1.4785
4488;1.4651
4489;1.3938
4490;1.379
4491;1.3763
4492;1.3678
4493;1.353
4494;1.3459
4495;1.3343
4496;1.3341
4497;1.3263
4498;1.3231
4499;1.3199
4500;1.3187
4501;1.3121
4502;1.3164
4503;1.3056
4504;1.3154
4505;1.3091
4506;1.3288
4507;1.3637
4508;1.4826
4509;1.3666
4510;1.3255
4511;1.3277
4512;1.336
4513;1.3024
4514;1.301
4515;1.3294
4516;1.274
4517;1.2722
4518;1.2699
4519;1.2515
4520;1.2528
4521;1.2674
4522;1.2456
4523;1.2652
4524;1.2936
4525;1.2702
4526;1.2739
4527;1.2489
4528;1.2363
4529;1.2186
4530;1.1959
4531;1.1904
4532;1.2234
4533;1.1963
4534;1.1919
4535;1.1594
4536;1.1631
4537;1.1667
4538;1.1659
4539;1.1427
4540;1.1448
4541;1.2061
4542;1.1565
4543;1.1217
4544;1.1165
4545;1.1036
4546;1.1116
4547;1.1105
4548;1.1043
4549;1.1101
4550;1.1031
4551;1.1078
4552;1.1255
4553;1.1399
4554;1.1456
4555;1.1454
4556;1.135
4557;1.1464
4558;1.14
4559;1.133
4560;1.1353
4561;1.16
4562;1.1581
4563;1.1376
4564;1.1377
4565;1.1606
4566;1.2248
4567;1.2132
4568;1.2276
4569;1.2284
4570;1.2243
4571;1.2529
4572;1.2158
4573;1.1684
4574;1.1965
4575;1.2558
4576;1.2789
4577;1.2788
4578;1.2363
4579;1.1821
4580;1.1983
4581;1.2284
4582;1.2326
4583;1.1147
4584;1.0206
4585;1.0565
4586;0.9924
4587;0.982
4588;0.977
4589;0.9764
4590;0.9796
4591;0.972
4592;0.9714
4593;0.9869
4594;0.994
4595;1.007
4596;0.9998
4597;0.9415
4598;0.9233
4599;0.8876
4600;0.9037
4601;0.9157
4602;0.9207
4603;0.9062
4604;0.9463
4605;1.073
4606;0.9579
4607;0.6854
4608;0.688
4609;0.6831
4610;0.685
4611;0.686
4612;0.6827
4613;0.6796
4614;0.679
4615;0.6802
4616;0.6807
4617;0.6767
4618;0.6765
4619;0.6734
4620;0.6732
4621;0.6731
4622;0.6764
4623;0.6792
4624;0.6788
4625;0.6772
4626;0.6793
4627;0.6751
4628;0.6716
4629;0.6749
4630;0.6708
4631;0.6702
4632;0.6705
4633;0.6698
4634;0.6693
4635;0.6655
4636;0.6657
4637;0.6688
4638;0.6685
4639;0.6659
4640;0.6637
4641;0.6665
4642;0.6638
4643;0.6668
4644;0.6718
4645;0.6718
4646;0.67
4647;0.6722
4648;0.6748
4649;0.6796
4650;0.6777
4651;0.6761
4652;0.6806
4653;0.6828
4654;0.682
4655;0.6811
4656;0.6771
4657;0.6754
4658;0.6789
4659;0.6794
4660;0.6762
4661;0.681
4662;0.6821
4663;0.6829
4664;0.6858
4665;0.6892
4666;0.689
4667;0.6888
4668;0.6884
4669;0.687
4670;0.6865
4671;0.6836
4672;0.6829
4673;0.6818
4674;0.6821
4675;0.6807
4676;0.6784
4677;0.682
4678;0.6808
4679;0.6802
4680;0.6774
4681;0.6759
4682;0.678
4683;0.68
4684;0.6827
4685;0.6821
4686;0.6858
4687;0.6879
4688;0.6865
4689;0.6834
4690;0.6833
4691;0.6814
4692;0.6814
4693;0.6778
4694;0.6783
4695;0.6778
4696;0.6732
4697;0.6726
4698;0.67
4699;0.6703
4700;0.6707
4701;0.6696
4702;0.668
4703;0.6678
4704;0.6671
4705;0.6657
4706;0.6659
4707;0.6634
4708;0.6632
4709;0.6646
4710;0.6654
4711;0.6611
4712;0.6711
4713;0.6726
4714;0.6696
4715;0.67
4716;0.6662
4717;0.665
4718;0.6649
4719;0.6653
4720;0.6658
4721;0.662
4722;0.6613
4723;0.659
4724;0.6559
4725;0.652
4726;0.6531
4727;0.6534
4728;0.6513
4729;0.6498
4730;0.6484
4731;0.6481
4732;0.6503
4733;0.6496
4734;0.6472
4735;0.6449
4736;0.6424
4737;0.6442
4738;0.6433
4739;0.6453
4740;0.642
4741;0.6438
4742;0.6454
4743;0.644
4744;0.6417
4745;0.6414
4746;0.6422
4747;0.6388
4748;0.6348
4749;0.6355
4750;0.6342
4751;0.6305
4752;0.6298
4753;0.6292
4754;0.6311
4755;0.63
4756;0.6326
4757;0.6328
4758;0.6288
4759;0.6286
4760;0.6283
4761;0.6273
4762;0.6234
4763;0.622
4764;0.6221
4765;0.6228
4766;0.6204
4767;0.6203
4768;0.6218
4769;0.621
4770;0.6181
4771;0.619
4772;0.6218
4773;0.622
4774;0.6229
4775;0.62
4776;0.6195
4777;0.618
4778;0.6151
4779;0.6128
4780;0.6134
4781;0.6145
4782;0.6113
4783;0.6111
4784;0.613
4785;0.6134
4786;0.6081
4787;0.6109
4788;0.6108
4789;0.6133
4790;0.6121
4791;0.6147
4792;0.6147
4793;0.6137
4794;0.616
4795;0.6178
4796;0.621
4797;0.6187
4798;0.6178
4799;0.6206
4800;0.6209
4801;0.6205
4802;0.6172
4803;0.6139
4804;0.616
4805;0.6143
4806;0.6133
4807;0.6168
4808;0.6171
4809;0.6151
4810;0.6159
4811;0.6163
4812;0.6106
4813;0.6112
4814;0.6093
4815;0.6063
4816;0.6059
4817;0.6041
4818;0.5992
4819;0.5997
4820;0.5998
4821;0.5967
4822;0.5955
4823;0.593
4824;0.5909
4825;0.5925
4826;0.5921
4827;0.5907
4828;0.5901
4829;0.5904
4830;0.5887
4831;0.5861
4832;0.5899
4833;0.5886
4834;0.5881
4835;0.5883
4836;0.5869
4837;0.5841
4838;0.5821
4839;0.5814
4840;0.5819
4841;0.5833
4842;0.5805
4843;0.5799
4844;0.5794
4845;0.5794
4846;0.577
4847;0.5783
4848;0.5778
4849;0.5791
4850;0.5782
4851;0.5768
4852;0.5744
4853;0.5723
4854;0.5738
4855;0.5721
4856;0.573
4857;0.5678
4858;0.565
4859;0.561
4860;0.5614
4861;0.5653
4862;0.5646
4863;0.5624
4864;0.5643
4865;0.564
4866;0.5621
4867;0.562
4868;0.5602
4869;0.5585
4870;0.5589
4871;0.5617
4872;0.5594
4873;0.5604
4874;0.5609
4875;0.5598
4876;0.5579
4877;0.5558
4878;0.5533
4879;0.5508
4880;0.5503
4881;0.5503
4882;0.5472
4883;0.5469
4884;0.5462
4885;0.5464
4886;0.5462
4887;0.5427
4888;0.5403
4889;0.5393
4890;0.5396
4891;0.5352
4892;0.5352
4893;0.5351
4894;0.5358
4895;0.5408
4896;0.5401
4897;0.5401
4898;0.5382
4899;0.5364
4900;0.5354
4901;0.5329
4902;0.5329
4903;0.5325
4904;0.5311
4905;0.5306
4906;0.5259
4907;0.5258
4908;0.528
4909;0.5265
4910;0.524
4911;0.521
4912;0.5197
4913;0.5172
4914;0.5165
4915;0.5172
4916;0.5181
4917;0.5161
4918;0.5146
4919;0.5137
4920;0.5127
4921;0.5102
4922;0.5083
4923;0.506
4924;0.5032
4925;0.5026
4926;0.5001
4927;0.4978
4928;0.4961
4929;0.4968
4930;0.4968
4931;0.4941
4932;0.4922
4933;0.4906
4934;0.4894
4935;0.4889
4936;0.4868
4937;0.4836
4938;0.4831
4939;0.4821
4940;0.4802
4941;0.4773
4942;0.4773
4943;0.4751
4944;0.4734
4945;0.4699
4946;0.4687
4947;0.4684
4948;0.4669
4949;0.4654
4950;0.4636
4951;0.465
4952;0.464
4953;0.4654
4954;0.4665
4955;0.4633
4956;0.4617
4957;0.4602
4958;0.4609
4959;0.4595
4960;0.4576
4961;0.4584
4962;0.4598
4963;0.4604
4964;0.461
4965;0.4585
4966;0.4583
4967;0.4567
4968;0.4579
4969;0.4572
4970;0.4557
4971;0.4559
4972;0.4552
4973;0.4547
4974;0.4546
4975;0.4491
4976;0.4476
4977;0.4461
4978;0.4466
4979;0.4461
4980;0.4422
4981;0.442
4982;0.4424
4983;0.443
4984;0.4432
4985;0.4429
4986;0.4427
4987;0.4406
4988;0.4385
4989;0.4358
4990;0.4383
4991;0.4377
4992;0.4359
4993;0.4359
4994;0.4327
4995;0.4328
4996;0.4317
4997;0.4299
4998;0.4303
4999;0.4283
5000;0.4269
5001;0.4268
5002;0.4287
5003;0.4279
5004;0.4259
5005;0.4259
5006;0.4267
5007;0.4259
5008;0.4245
5009;0.4264
5010;0.4258
5011;0.4262
5012;0.4265
5013;0.431
5014;0.4286
5015;0.4283
5016;0.4283
5017;0.4276
5018;0.4282
5019;0.4253
5020;0.4252
5021;0.4239
5022;0.4236
5023;0.4235
5024;0.4217
5025;0.4202
5026;0.4193
5027;0.4182
5028;0.4173
5029;0.4152
5030;0.4167
5031;0.4168
5032;0.4163
5033;0.4152
5034;0.4132
5035;0.4136
5036;0.4131
5037;0.4117
5038;0.4106
5039;0.4084
5040;0.4082
5041;0.408
5042;0.4089
5043;0.4099
5044;0.4086
5045;0.4069
5046;0.4064
5047;0.4054
5048;0.4046
5049;0.4026
5050;0.4026
5051;0.4008
5052;0.3989
5053;0.3992
5054;0.3978
5055;0.3963
5056;0.3947
5057;0.3944
5058;0.3931
5059;0.3935
5060;0.3927
5061;0.3906
5062;0.3904
5063;0.3884
5064;0.3877
5065;0.3894
5066;0.3906
5067;0.3898
5068;0.3884
5069;0.3878
5070;0.3862
5071;0.3866
5072;0.3861
5073;0.3846
5074;0.3841
5075;0.3824
5076;0.3822
5077;0.38
5078;0.3778
5079;0.3772
5080;0.3772
5081;0.375
5082;0.375
5083;0.3738
5084;0.3735
5085;0.3742
5086;0.3734
5087;0.3717
5088;0.3712
5089;0.3674
5090;0.3656
5091;0.3646
5092;0.3647
5093;0.3647
5094;0.3625
5095;0.3607
5096;0.361
5097;0.3618
5098;0.36
5099;0.3588
5100;0.3589
5101;0.3574
5102;0.3584
5103;0.3572
5104;0.357
5105;0.3561
5106;0.3551
5107;0.3548
5108;0.3528
5109;0.3507
5110;0.35
5111;0.3496
5112;0.3498
5113;0.349
5114;0.3448
5115;0.3433
5116;0.3426
5117;0.3432
5118;0.3421
5119;0.3399
5120;0.3384
5121;0.3374
5122;0.3371
5123;0.3379
5124;0.3355
5125;0.3355
5126;0.3338
5127;0.3335
5128;0.3326
5129;0.3306
5130;0.3299
5131;0.3278
5132;0.3266
5133;0.3261
5134;0.325
5135;0.3205
5136;0.3205
5137;0.3204
5138;0.3189
5139;0.3211
5140;0.3199
5141;0.3174
5142;0.317
5143;0.3154
5144;0.3143
5145;0.3141
5146;0.3137
5147;0.3127
5148;0.3128
5149;0.3129
5150;0.3128
5151;0.3107
5152;0.3099
5153;0.3094
5154;0.3083
5155;0.3064
5156;0.3064
5157;0.3059
5158;0.305
5159;0.3042
5160;0.3031
5161;0.3033
5162;0.3034
5163;0.3034
5164;0.3034
5165;0.3017
5166;0.3015
5167;0.3012
5168;0.3013
5169;0.3024
5170;0.3012
5171;0.3013
5172;0.3
5173;0.3002
5174;0.2998
5175;0.2969
5176;0.2953
5177;0.2942
5178;0.2936
5179;0.2936
5180;0.2939
5181;0.2934
5182;0.2933
5183;0.2922
5184;0.2913
5185;0.2887
5186;0.2882
5187;0.2884
5188;0.2875
5189;0.2861
5190;0.2851
5191;0.2845
5192;0.2845
5193;0.2834
5194;0.2815
5195;0.2815
5196;0.2804
5197;0.2796
5198;0.2784
5199;0.2763
5200;0.2779
5201;0.278
5202;0.2777
5203;0.2784
5204;0.2754
5205;0.2726
5206;0.2728
5207;0.2753
5208;0.2746
5209;0.2734
5210;0.2745
5211;0.2762
5212;0.2759
5213;0.2765
5214;0.2742
5215;0.2749
5216;0.2758
5217;0.2754
5218;0.2744
5219;0.2747
5220;0.2733
5221;0.2744
5222;0.2735
5223;0.2743
5224;0.2725
5225;0.2731
5226;0.2759
5227;0.2747
5228;0.2738
5229;0.2748
5230;0.2732
5231;0.2755
5232;0.275
5233;0.276
5234;0.2766
5235;0.2776
5236;0.2772
5237;0.2763
5238;0.276
5239;0.2754
5240;0.2749
5241;0.2751
5242;0.2747
5243;0.2742
5244;0.273
5245;0.2726
5246;0.2713
5247;0.2721
5248;0.2715
5249;0.2704
5250;0.2698
5251;0.2697
5252;0.2705
5253;0.2703
5254;0.2693
5255;0.2683
5256;0.2687
5257;0.2696
5258;0.2692
5259;0.2686
5260;0.269
5261;0.2684
5262;0.268
5263;0.2675
5264;0.2674
5265;0.2673
5266;0.2678
5267;0.2674
5268;0.268
5269;0.2681
5270;0.2683
5271;0.2673
5272;0.267
5273;0.2664
5274;0.266
5275;0.2664
5276;0.2658
5277;0.2649
5278;0.2651
5279;0.2634
5280;0.2635
5281;0.2631
5282;0.2628
5283;0.2625
5284;0.2616
5285;0.2609
5286;0.261
5287;0.2612
5288;0.2622
5289;0.261
5290;0.2602
5291;0.2588
5292;0.2581
5293;0.2576
5294;0.2563
5295;0.2565
5296;0.2565
5297;0.2568
5298;0.2563
5299;0.2559
5300;0.2558
5301;0.2543
5302;0.2542
5303;0.254
5304;0.2525
5305;0.2523
5306;0.2532
5307;0.2532
5308;0.2519
5309;0.2513
5310;0.2513
5311;0.2504
5312;0.2503
5313;0.2494
5314;0.2485
5315;0.2488
5316;0.2486
5317;0.2492
5318;0.2486
5319;0.2486
5320;0.2484
5321;0.2477
5322;0.2474
5323;0.2468
5324;0.2459
5325;0.2456
5326;0.2463
5327;0.245
5328;0.2451
5329;0.2444
5330;0.2447
5331;0.245
5332;0.2432
5333;0.2432
5334;0.2432
5335;0.2427
5336;0.2422
5337;0.2416
5338;0.2407
5339;0.2391
5340;0.239
5341;0.2389
5342;0.2384
5343;0.2381
5344;0.2372
5345;0.2366
5346;0.2359
5347;0.2354
5348;0.2352
5349;0.2343
5350;0.2343
5351;0.2342
5352;0.2336
5353;0.2332
5354;0.2322
5355;0.2306
5356;0.2306
5357;0.2302
5358;0.2293
5359;0.2285
5360;0.2285
5361;0.2271
5362;0.2264
5363;0.2271
5364;0.2259
5365;0.2255
5366;0.2256
5367;0.2247
5368;0.2247
5369;0.2232
5370;0.2222
5371;0.2223
5372;0.2214
5373;0.2211
5374;0.2188
5375;0.2183
5376;0.219
5377;0.2188
5378;0.2192
5379;0.2142
5380;0.2142
5381;0.2134
5382;0.2133
5383;0.2133
5384;0.2144
5385;0.2144
5386;0.2146
5387;0.2127
5388;0.212
5389;0.2118
5390;0.2111
5391;0.2106
5392;0.2096
5393;0.2095
5394;0.2092
5395;0.2086
5396;0.2078
5397;0.2061
5398;0.2051
5399;0.2048
5400;0.2037
5401;0.2027
5402;0.2027
5403;0.202
5404;0.2018
5405;0.2017
5406;0.2002
5407;0.2001
5408;0.1994
5409;0.1998
5410;0.1991
5411;0.1977
5412;0.1981
5413;0.1981
5414;0.1982
5415;0.1977
5416;0.196
5417;0.1957
5418;0.1954
5419;0.195
5420;0.1949
5421;0.1934
5422;0.1935
5423;0.1922
5424;0.1913
5425;0.1904
5426;0.19
5427;0.1886
5428;0.1884
5429;0.1879
5430;0.1881
5431;0.1865
5432;0.1857
5433;0.1849
5434;0.1845
5435;0.1843
5436;0.1825
5437;0.1832
5438;0.183
5439;0.1824
5440;0.183
